[ INFO ] [Migrator] Starting prepare [database-id: mysql, migration: AttendanceAnalysisService.CreateAttendanceDayObservation]
[ INFO ] [Migrator] Finished prepare [database-id: mysql, migration: AttendanceAnalysisService.CreateAttendanceDayObservation]
[ INFO ] [Migrator] Starting prepare [database-id: mysql, migration: AttendanceAnalysisService.CreateAttendanceAnalysisResult]
[ INFO ] [Migrator] Finished prepare [database-id: mysql, migration: AttendanceAnalysisService.CreateAttendanceAnalysisResult]
[ INFO ] [Migrator] Starting prepare [database-id: mysql, migration: AttendanceAnalysisService.AddAttendanceAnalysisResultCoreSignals]
[ INFO ] [Migrator] Finished prepare [database-id: mysql, migration: AttendanceAnalysisService.AddAttendanceAnalysisResultCoreSignals]
[ INFO ] [Migrator] Starting prepare [database-id: mysql, migration: AttendanceAnalysisService.AddAttendanceAnalysisResultClusteringFields]
[ INFO ] [Migrator] Finished prepare [database-id: mysql, migration: AttendanceAnalysisService.AddAttendanceAnalysisResultClusteringFields]
[ INFO ] [Migrator] Starting prepare [database-id: mysql, migration: AttendanceAnalysisService.AddAttendanceAnalysisResultMLPFields]
[ INFO ] [Migrator] Finished prepare [database-id: mysql, migration: AttendanceAnalysisService.AddAttendanceAnalysisResultMLPFields]
[ INFO ] [Migrator] Starting prepare [database-id: mysql, migration: AttendanceAnalysisService.CreateAttendanceMLPFeedbackSample]
[ INFO ] [Migrator] Finished prepare [database-id: mysql, migration: AttendanceAnalysisService.CreateAttendanceMLPFeedbackSample]
[ INFO ] [Migrator] Starting prepare [database-id: mysql, migration: AttendanceAnalysisService.CreateAttendanceClusteringModelRecord]
[ INFO ] [Migrator] Finished prepare [database-id: mysql, migration: AttendanceAnalysisService.CreateAttendanceClusteringModelRecord]
[ NOTICE ] Server started on http://127.0.0.1:8085
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: B4F0FCFB-DA33-44E6-9B46-362D27A2487D]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: F596B2E5-E3E7-4461-ABCA-7822365CC211]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: AB37B3E9-32F0-4084-831D-42600EA3DFFF]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: C4C150A0-9A0A-4517-AFCE-90212F32468E]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 427D59D3-D00F-4737-BE5E-F8F50DFBB92C]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: AD255818-7826-414C-8D65-E25E23579267]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 2D85AFCF-A6A1-494D-AD81-844698DF0EA2]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: BE60B97B-A644-4BB7-A656-D8BFE97CF40B]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: E13E0B13-3DF5-4670-AACC-3515BE4B25E9]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 583A9BFD-EA4A-49DD-867F-AD05DB28CCC7]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 5A9DAA00-77D4-4742-AD26-93B2DE8A11A7]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 2CBD78AD-41A2-4BBF-ADB1-AC1D942D7FFD]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 286BCFFB-3060-49D3-926E-AF3D693C11A4]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: F504B670-B495-4EB6-861F-DDA2A9B06AC1]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 718AE04C-C463-419D-9B28-48902193F69B]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 808CAF3E-B0CA-4687-976D-7A5B7254BC80]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: EA35FD77-7B5F-4715-92FD-73FB2F91E1FF]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 361DEAC7-EAB0-47A9-86B9-83A48639611C]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 66BF05A2-2EFA-4BAE-BE38-F7FC884A69E3]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 421A0472-0F0A-47AA-9DBF-E118E177CC0C]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 9BD3EFEE-96B8-447E-A490-127DABCC2FF9]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 8932541C-9E47-44AF-892D-18CB8CC26675]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 1DC5010F-4A80-4455-A97B-894FB26D8FC6]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 1AF46AFD-B389-4AC9-9A8D-33B490C127DE]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: B9823CC2-0BE6-4637-9ACD-55B322CD45C9]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 16931BEB-5192-4C88-A590-F7807A542AEF]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 5B239EEA-4BBE-46EA-8702-210B112D6BBD]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: BF41D321-CF60-4963-93EF-F7C9781829FD]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 421B31CF-9EA6-421F-92C2-30E912D05187]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 6E152B3E-CD5F-4499-9493-062F96B2CF9C]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: D6E57A11-4EC8-4857-8D2D-EA599AB4C339]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 4458BCD5-4BCD-455F-93BC-3D97447738F1]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 9EE5CF0E-44B0-4050-9957-E92C8DBA09A4]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 9361EA63-F247-4F66-BE8C-001B4BC5A907]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: BE821AA4-CB7A-4C90-B72A-85E1F1D38256]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: BB12AFF3-42D8-4BD7-A667-18A0A1724F37]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 8066E994-EA65-4B20-8B30-23126AE4F168]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 87F7BFA9-7D65-4C1E-91A7-50AF3526592C]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: C66E6377-0545-4889-B7BF-598966467D40]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 8D7F26EC-0088-4C67-8BA4-E9E528375F65]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 7A606867-206C-4BA9-BDEB-9D93494929E8]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 30FAB149-143C-4676-82E1-CE0C2170212A]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 2E9E8ACA-ABD4-4BE1-A9BA-533114C2938A]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 5E67D2AE-8CB2-4079-857E-AAFE5AA7B3A1]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 8A07EFED-1AC0-4997-B12E-AFD217D3081A]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 14F531C3-1479-4B0E-8CB9-887CE6895624]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: B0611489-A1FB-4D9E-9B52-BC715BF436B7]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: C5E516C0-68CD-4860-AFCC-357D04EF73BB]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 2D1D429A-5773-4C83-8B72-A386DA8F94FC]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: AC3EDADA-A86D-4893-A24D-FD26C2191DD6]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: C4C63762-7424-4618-B731-E70A4C21A55C]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 282779FF-941A-4E45-88CF-7A0FCC311C8E]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: ADE989DC-FBF9-4730-870B-183A2B92D3D5]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: CDF4BA07-A310-4887-A52F-11287801DBF5]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 455D8307-6526-4FD1-8745-A9741A61ED71]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: D9E996F9-66A3-4A45-B49B-831FD6ED7B53]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 05138765-6A06-4E4E-8139-ED1939375CF9]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 7E87ED3D-180D-4186-8C11-A4B948A1C886]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: A1334CC1-DFC1-49BE-B330-39555105A7A0]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: FE2924C4-C23F-4B1E-8103-8E638545779F]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 6271A3AF-E30B-4CA1-9E48-8666170C8B12]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: EA50DE4B-A1A8-41D5-902B-8BC1AA317000]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 0CDC3B38-A454-4DCB-B130-66AEAA85B4F6]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: DB806A38-4F0E-4A1C-A97D-A53588AE7CA6]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 4E004AA5-4E22-44BA-A03B-D0ED4920945F]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 7FA9478C-0609-449D-BDB4-8B857D8A7417]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 401745F6-89D5-499F-9E57-E7D453648DF8]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 7A8476CB-E62C-4FEB-9678-1D43232EB59B]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 5137757A-7BE9-4A34-9789-B6473A715EE6]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: A0C78461-EACE-4366-8603-CF1EF9C9AD9A]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: AEDD1D6B-13A0-43D5-8C1B-6E8F961E51B7]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 34607D8D-2550-4AF2-9E7F-9DBEC646E476]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 4628431B-C0EB-4833-8C4E-1C243E1DD1A7]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 70E1E500-FC05-49AB-B18B-6CF5A835A908]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 7EF932A4-660B-427F-9F50-1BDAE5AD0958]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 75C3978E-12CE-4F79-A502-6C58B21FD06B]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 0AD4A3DC-40BC-40AF-B12A-6A85A41D334B]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 95C3490E-D3F8-4FB2-9645-DDF164BDF45B]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 96D7C73D-8C26-4E25-A435-DC7E23785C91]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: DA26E5B6-A47A-4402-B6C8-CED070F518F1]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: BE68E395-9439-4F27-84E6-EDDC2E479BC1]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: A3E7C125-27EB-4F6F-BD44-8A2396FD10CB]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: A5794616-5BB7-4A87-B24D-B1B931968968]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: C88F53FD-42D5-40A1-BA1A-F2D02462D98A]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: B3B45BAA-5F82-4B04-8196-924421DE7D94]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 93DFA76A-AA4B-42A7-ABBA-3D88CE1A8602]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: BC0478B5-FC2D-4FA0-83D1-4A0486FEF1E5]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 4FF86279-6980-49B0-9475-B20A6F41B47C]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 79BF9083-E731-48D0-A0CA-A38D8C1029E1]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: D2DD12A5-D34D-488C-8379-4CD864A1A0A4]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: F10F64F9-6E23-41B3-A706-A935B875054F]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 1395113E-AFFA-4855-AC47-3C1F96A48595]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 20828128-E722-4A78-9012-11AE0B2A9E09]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 99A60A7C-142D-49F1-BD51-CE058E9DA7EC]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 0B251671-CFE6-4C74-BB6F-67C233ADABA5]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: E6A98043-7A19-4D16-A200-2AEC248186CF]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 99DBC6D5-3821-41D2-9ADB-A92D58246704]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 94BDFC28-5B24-41B9-88AB-569DC64032B7]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 91460A9A-5931-4F23-B08A-EB4693089F4E]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 899619BF-8E36-4CCA-9ADF-C13AD507C0B7]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 3891EE4B-75B9-4632-A7B8-B4844D3114A6]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 3404F89E-79D3-46A6-A75D-B4D07F6CB337]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 61246112-39EF-43AC-A3C0-5DC52EBED714]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: E135611E-D7BA-42F9-BC7D-59DB1387B43F]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 1FB1CC82-2B6F-4BC5-BB05-0DD72F99CD2A]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 1C6E09A3-E98C-4FD1-B32E-C4EC1A40BAD2]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 25E41919-C1EC-497A-BF26-902B620E1279]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 3FBE19F7-5B53-47CB-94D0-EB67F66D361C]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 3D2B0AFA-381F-4EC4-AD67-6FCAFB3D501E]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 376A09E0-8544-41E9-80D5-F18831AAFD33]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: F1CCB9A8-E956-4915-AEBC-14E840272192]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 97CE8C46-B861-471D-B36B-41C39ED60164]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: F76E9EA2-09EE-4B32-BF61-58BE542AB7BB]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 37F17926-3798-4F30-BA05-9BFB2637045E]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: C0254850-4EC6-41BE-95F3-8C0A4D10CF27]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 7E10970F-D852-4D11-A1EB-8EB4DC52A680]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 2D43B199-FBE9-4934-B573-88A7B81CFDEA]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: EA67A318-214F-4A53-8342-5F86433E98C2]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: BD0FAF7B-90D8-44B9-8EB3-2E8EC3A03C90]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 373A2334-267C-4C47-A5B6-05241ECE3143]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 0118803D-C153-4088-A19B-A366FC43A746]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 570BF181-131C-4E40-A840-4CD825022E6B]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: DE39CE88-83A6-44F7-BC61-5E126BEB6417]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: E97894AC-82B0-48F9-812D-244A09360FC1]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 632ACEE4-79C7-415A-8B4F-519731BB2E18]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 9989AC06-0D67-4B32-81DD-EEB4A6C80627]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 7575B261-2406-4B0D-978D-86EB393BEF88]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 408821AF-22BA-41A1-9F28-ADDA54788B12]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: FE17B5C2-6F02-4D92-AEC8-086C65CFB378]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 10A759A5-2B5B-4EAB-AD49-5BEADE4EC08F]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: ED75C908-BBA4-439B-A0E0-57276008B195]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: D6B7B6A5-306E-454A-BD17-C29F125B80FB]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 410E3B97-E512-4682-8D2E-1DA1693FDEA4]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 94B89C22-6248-4A1E-96F6-1071BEC9F556]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 5ED68297-E46E-42FA-99A7-9C455A5C61DA]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 365AC10E-062C-4580-AD48-8EA764E44EB2]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 5138D11B-AA86-4716-9DD0-112DD8C22475]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 5CAAB4CB-6B28-45D9-A8F1-C0D235F7E10E]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 19D6C7F5-5993-40F1-8927-178B2FFC8690]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 2A4B170D-DAD5-432A-9A63-A1792C172CB3]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: F2D511F0-9E1D-4EE3-BCEE-5716010BA7E6]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 148C56C1-7E1F-4E80-87A2-2322F05F6B47]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 7323E8F8-5DF6-41AB-BAE4-EF6E3559DF44]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 0C95A7F9-058D-47BE-9EF3-A503B56F7D84]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: F371F12E-1DE5-4962-94BA-9C3EFF0910FB]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 25D397F8-CE46-4F5F-B200-655AB7F40FE2]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 95F033C9-F14C-47A1-A19F-5CFEEF6FBC11]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 4563CF2F-18BD-43F3-9C02-CEFFA0D7AFEE]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 58F36EEA-2D00-4254-BF40-94DD4019BB54]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 189B1C02-8CA0-4D1F-BBD1-337D5A3FADBB]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 3BF75B54-90B8-4299-BB8D-01D66CFF5DFB]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 0C8E15B1-A959-4A91-8D3A-C416F57D28BD]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: D40E6DF3-BB80-4CB0-A079-3E920C6BD517]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: 3B7129E1-513D-4FF2-9C76-AD07EC93CB9B]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 01743411-5FA7-4FD3-AF43-7A586B09AE59]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: FABD7EE7-1AD1-4A7C-84C3-361B66789DE7]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 56D22946-9A23-4D10-AEEB-BC795960DFF4]
[ INFO ] POST /internal/attendance-analysis/mlp/run [request-id: B26FC07D-DDFA-4EB6-BED9-C25801315778]
[ INFO ] POST /internal/attendance-analysis/clustering/run [request-id: 58E9C0CC-7538-417F-BFDA-22602F258F9A]
